"epgid";"channelid";"chunkstorechannelid";"channelname";"isseries";"programname";"epizodename";"startdate";"enddate"
24833950;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-01 18:00:00+02";"2019-09-01 19:00:00+02"
24833951;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-01 19:00:00+02";"2019-09-01 20:00:00+02"
24834012;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-01 20:00:00+02";"2019-09-01 21:00:00+02"
24834013;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-01 21:00:00+02";"2019-09-01 22:00:00+02"
24834014;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-01 22:00:00+02";"2019-09-01 23:00:00+02"
24834015;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-01 23:00:00+02";"2019-09-02 00:00:00+02"
24841297;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-02 00:00:00+02";"2019-09-02 01:00:00+02"
24841298;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-02 01:00:00+02";"2019-09-02 02:00:00+02"
24841299;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-02 02:00:00+02";"2019-09-02 03:00:00+02"
24841300;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-02 03:00:00+02";"2019-09-02 04:00:00+02"
24841301;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-02 04:00:00+02";"2019-09-02 05:00:00+02"
24841302;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-02 05:00:00+02";"2019-09-02 06:00:00+02"
24841303;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-02 06:00:00+02";"2019-09-02 07:00:00+02"
24841304;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-02 07:00:00+02";"2019-09-02 08:00:00+02"
24841305;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-02 08:00:00+02";"2019-09-02 09:00:00+02"
24841306;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-02 09:00:00+02";"2019-09-02 10:00:00+02"
24841367;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-02 10:00:00+02";"2019-09-02 11:00:00+02"
24841368;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-02 11:00:00+02";"2019-09-02 12:00:00+02"
24841369;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-02 12:00:00+02";"2019-09-02 13:00:00+02"
24841370;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-02 13:00:00+02";"2019-09-02 14:00:00+02"
24841371;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-02 14:00:00+02";"2019-09-02 15:00:00+02"
24841372;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-02 15:00:00+02";"2019-09-02 16:00:00+02"
24841373;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-02 16:00:00+02";"2019-09-02 17:00:00+02"
24841374;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-02 17:00:00+02";"2019-09-02 18:00:00+02"
24841375;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-02 18:00:00+02";"2019-09-02 19:00:00+02"
24841376;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-02 19:00:00+02";"2019-09-02 20:00:00+02"
24841437;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-02 20:00:00+02";"2019-09-02 21:00:00+02"
24841438;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-02 21:00:00+02";"2019-09-02 22:00:00+02"
24841439;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-02 22:00:00+02";"2019-09-02 23:00:00+02"
24841440;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-02 23:00:00+02";"2019-09-03 00:00:00+02"
24849607;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-03 00:00:00+02";"2019-09-03 01:00:00+02"
24849608;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-03 01:00:00+02";"2019-09-03 02:00:00+02"
24849609;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-03 02:00:00+02";"2019-09-03 03:00:00+02"
24849610;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-03 03:00:00+02";"2019-09-03 04:00:00+02"
24849611;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-03 04:00:00+02";"2019-09-03 05:00:00+02"
24849612;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-03 05:00:00+02";"2019-09-03 06:00:00+02"
24849613;12;999;"O2 Info";f;"Infokanál O2TV";"";"2019-09-03 06:00:00+02";"2019-09-03 07:00:00+02"
24830412;14;6;"ČT1 HD";f;"Události za okamžik a počasí";"";"2019-09-01 18:55:00+02";"2019-09-01 19:00:00+02"
24830413;14;6;"ČT1 HD";f;"Události";"";"2019-09-01 19:00:00+02";"2019-09-01 19:45:00+02"
24830414;14;6;"ČT1 HD";f;"Branky, body, vteřiny";"";"2019-09-01 19:45:00+02";"2019-09-01 19:57:00+02"
24830415;14;6;"ČT1 HD";f;"Losování Sportky a Šance";"";"2019-09-01 19:57:00+02";"2019-09-01 20:00:00+02"
24830416;14;6;"ČT1 HD";f;"Chata na prodej";"";"2019-09-01 20:00:00+02";"2019-09-01 21:20:00+02"
24830417;14;6;"ČT1 HD";f;"168 hodin";"";"2019-09-01 21:20:00+02";"2019-09-01 21:49:00+02"
24830418;14;6;"ČT1 HD";f;"Výsledky losování Šťastných 10";"";"2019-09-01 21:49:00+02";"2019-09-01 21:50:00+02"
24830449;14;6;"ČT1 HD";f;"Holka na zabití, V HLAVNÍ ROLI ZLOČIN… Juraj Herz – 85 let";"";"2019-09-01 21:50:00+02";"2019-09-01 23:30:00+02"
24830450;14;6;"ČT1 HD";f;"Inspektor Banks";"";"2019-09-01 23:30:00+02";"2019-09-02 01:05:00+02"
24830451;14;6;"ČT1 HD";f;"Banánové rybičky";"";"2019-09-02 01:05:00+02";"2019-09-02 01:35:00+02"
24830452;14;6;"ČT1 HD";f;"Žiješ jenom 2x";"";"2019-09-02 01:35:00+02";"2019-09-02 02:00:00+02"
24830453;14;6;"ČT1 HD";f;"Sváteční slovo geologa a spisovatele Václava Cílka";"";"2019-09-02 02:00:00+02";"2019-09-02 02:05:00+02"
24830454;14;6;"ČT1 HD";f;"Hobby naší doby - letní speciál";"";"2019-09-02 02:05:00+02";"2019-09-02 02:35:00+02"
24830455;14;6;"ČT1 HD";f;"Květná zahrada";"";"2019-09-02 02:35:00+02";"2019-09-02 02:55:00+02"
24830456;14;6;"ČT1 HD";f;"Přes nový práh";"";"2019-09-02 02:55:00+02";"2019-09-02 03:20:00+02"
24830457;14;6;"ČT1 HD";f;"Bydlení je hra";"";"2019-09-02 03:20:00+02";"2019-09-02 03:40:00+02"
24830458;14;6;"ČT1 HD";f;"Zahrada je hra";"";"2019-09-02 03:40:00+02";"2019-09-02 04:05:00+02"
24830484;14;6;"ČT1 HD";f;"Chalupa je hra";"";"2019-09-02 04:05:00+02";"2019-09-02 04:30:00+02"
24830485;14;6;"ČT1 HD";f;"Pod pokličkou";"";"2019-09-02 04:30:00+02";"2019-09-02 04:50:00+02"
24830486;14;6;"ČT1 HD";f;"Velký dětský flám";"";"2019-09-02 04:50:00+02";"2019-09-02 05:15:00+02"
24830487;14;6;"ČT1 HD";f;"Etiketa";"";"2019-09-02 05:15:00+02";"2019-09-02 05:30:00+02"
24830488;14;6;"ČT1 HD";f;"Zajímavosti z regionů";"";"2019-09-02 05:30:00+02";"2019-09-02 05:59:00+02"
24837926;14;6;"ČT1 HD";f;"Studio 6";"";"2019-09-02 05:59:00+02";"2019-09-02 09:00:00+02"
24837927;14;6;"ČT1 HD";t;"Slovácko sa nesúdí (12/12)";"Poslední vůle";"2019-09-02 09:00:00+02";"2019-09-02 09:35:00+02"
24837928;14;6;"ČT1 HD";f;"168 hodin";"";"2019-09-02 09:35:00+02";"2019-09-02 10:05:00+02"
24837929;14;6;"ČT1 HD";f;"Zapomnětlivost";"";"2019-09-02 10:05:00+02";"2019-09-02 10:30:00+02"
24837930;14;6;"ČT1 HD";f;"Tenký led, Jaromíra Kolárová – 100 let";"";"2019-09-02 10:30:00+02";"2019-09-02 11:30:00+02"
24837931;14;6;"ČT1 HD";f;"AZ-kvíz";"";"2019-09-02 11:30:00+02";"2019-09-02 12:00:00+02"
24837932;14;6;"ČT1 HD";f;"Zprávy ve 12";"";"2019-09-02 12:00:00+02";"2019-09-02 12:20:00+02"
24837933;14;6;"ČT1 HD";f;"Události v regionech plus";"";"2019-09-02 12:20:00+02";"2019-09-02 12:30:00+02"
24837934;14;6;"ČT1 HD";f;"Sama doma";"";"2019-09-02 12:30:00+02";"2019-09-02 14:00:00+02"
24837963;14;6;"ČT1 HD";f;"Autobus, Jana Štěpánková – 85 let";"";"2019-09-02 14:00:00+02";"2019-09-02 14:15:00+02"
24837964;14;6;"ČT1 HD";f;"Obecná škola";"";"2019-09-02 14:15:00+02";"2019-09-02 15:55:00+02"
24837965;14;6;"ČT1 HD";t;"To je vražda, napsala VI (17/22)";"Vražda podle Maggie";"2019-09-02 15:55:00+02";"2019-09-02 16:45:00+02"
24837966;14;6;"ČT1 HD";f;"Cestománie";"";"2019-09-02 16:45:00+02";"2019-09-02 17:15:00+02"
24837967;14;6;"ČT1 HD";f;"AZ-kvíz";"";"2019-09-02 17:15:00+02";"2019-09-02 17:40:00+02"
24837968;14;6;"ČT1 HD";f;"Černé ovce";"";"2019-09-02 17:40:00+02";"2019-09-02 18:00:00+02"
24837969;14;6;"ČT1 HD";f;"Události v regionech";"";"2019-09-02 18:00:00+02";"2019-09-02 18:25:00+02"
24837970;14;6;"ČT1 HD";f;"Kde domov můj?";"";"2019-09-02 18:25:00+02";"2019-09-02 18:55:00+02"
24837971;14;6;"ČT1 HD";f;"Události za okamžik a počasí";"";"2019-09-02 18:55:00+02";"2019-09-02 19:00:00+02"
24837972;14;6;"ČT1 HD";f;"Události";"";"2019-09-02 19:00:00+02";"2019-09-02 19:50:00+02"
24838003;14;6;"ČT1 HD";f;"Branky, body, vteřiny";"";"2019-09-02 19:50:00+02";"2019-09-02 19:59:00+02"
24838004;14;6;"ČT1 HD";f;"Losování SAZKAmobil šance";"";"2019-09-02 19:59:00+02";"2019-09-02 20:00:00+02"
24838005;14;6;"ČT1 HD";t;"Sever (1/6)";"Pomáhat a chránit";"2019-09-02 20:00:00+02";"2019-09-02 21:00:00+02"
24838006;14;6;"ČT1 HD";f;"Rozsudek III";"";"2019-09-02 21:00:00+02";"2019-09-02 21:30:00+02"
24838007;14;6;"ČT1 HD";f;"Reportéři ČT";"";"2019-09-02 21:30:00+02";"2019-09-02 22:10:00+02"
24838008;14;6;"ČT1 HD";t;"Legendy kriminalistiky 2 (1/10)";"Heparinový vrah";"2019-09-02 22:10:00+02";"2019-09-02 22:44:00+02"
24838009;14;6;"ČT1 HD";f;"Výsledky losování Šťastných 10";"";"2019-09-02 22:44:00+02";"2019-09-02 22:45:00+02"
24838010;14;6;"ČT1 HD";f;"Na stopě";"";"2019-09-02 22:45:00+02";"2019-09-02 23:10:00+02"
24838011;14;6;"ČT1 HD";f;"Kriminalista";"";"2019-09-02 23:10:00+02";"2019-09-03 00:10:00+02"
24838012;14;6;"ČT1 HD";f;"AZ-kvíz";"";"2019-09-03 00:10:00+02";"2019-09-03 00:35:00+02"
24838042;14;6;"ČT1 HD";f;"Banánové rybičky";"";"2019-09-03 00:35:00+02";"2019-09-03 01:05:00+02"
24838043;14;6;"ČT1 HD";f;"Karlovy Vary, sadové město";"";"2019-09-03 01:05:00+02";"2019-09-03 01:25:00+02"
24838044;14;6;"ČT1 HD";f;"Týden v regionech";"";"2019-09-03 01:25:00+02";"2019-09-03 01:55:00+02"
24838045;14;6;"ČT1 HD";f;"Kalendárium";"";"2019-09-03 01:55:00+02";"2019-09-03 02:10:00+02"
24838046;14;6;"ČT1 HD";f;"Sváteční slovo geologa a spisovatele Václava Cílka";"";"2019-09-03 02:10:00+02";"2019-09-03 02:15:00+02"
24838047;14;6;"ČT1 HD";f;"Dobré ráno";"";"2019-09-03 02:15:00+02";"2019-09-03 04:45:00+02"
24838048;14;6;"ČT1 HD";f;"Hobby naší doby - letní speciál";"";"2019-09-03 04:45:00+02";"2019-09-03 05:15:00+02"
24838049;14;6;"ČT1 HD";f;"Černé ovce";"";"2019-09-03 05:15:00+02";"2019-09-03 05:30:00+02"
24838050;14;6;"ČT1 HD";f;"Události v regionech";"";"2019-09-03 05:30:00+02";"2019-09-03 05:59:00+02"
24846076;14;6;"ČT1 HD";f;"Studio 6";"";"2019-09-03 05:59:00+02";"2019-09-03 09:00:00+02"
24830542;16;77;"ČT sport HD";f;"MS 2019 Kanada, Horská kola";"";"2019-09-01 18:55:00+02";"2019-09-01 19:55:00+02"
24830543;16;77;"ČT sport HD";f;"MS 2019 Kanada, Horská kola";"";"2019-09-01 19:55:00+02";"2019-09-01 22:45:00+02"
24830544;16;77;"ČT sport HD";f;"MS 2019 Čína, Basketbal";"";"2019-09-01 22:45:00+02";"2019-09-02 00:15:00+02"
24830545;16;77;"ČT sport HD";f;"Studio fotbal - Dohráno";"";"2019-09-02 00:15:00+02";"2019-09-02 00:50:00+02"
24830546;16;77;"ČT sport HD";f;"Branky, body, vteřiny";"";"2019-09-02 00:50:00+02";"2019-09-02 01:05:00+02"
24830553;16;77;"ČT sport HD";f;"MS 2019 Japonsko, Judo";"";"2019-09-02 01:05:00+02";"2019-09-02 01:55:00+02"
24830554;16;77;"ČT sport HD";f;"Řecko - Černá Hora, Basketbal";"";"2019-09-02 01:55:00+02";"2019-09-02 03:25:00+02"
24830555;16;77;"ČT sport HD";f;"SP 2019 Německo, Vodní slalom";"";"2019-09-02 03:25:00+02";"2019-09-02 05:00:00+02"
24830556;16;77;"ČT sport HD";f;"Bojové sporty";"";"2019-09-02 05:00:00+02";"2019-09-02 05:30:00+02"
24830557;16;77;"ČT sport HD";f;"Branky, body, vteřiny";"";"2019-09-02 05:30:00+02";"2019-09-02 05:45:00+02"
24830558;16;77;"ČT sport HD";f;"Cyklotoulky";"";"2019-09-02 05:45:00+02";"2019-09-02 06:00:00+02"
24838140;16;77;"ČT sport HD";f;"Česko - USA, Basketbal";"";"2019-09-02 06:00:00+02";"2019-09-02 07:50:00+02"
24838141;16;77;"ČT sport HD";f;"Panorama";"";"2019-09-02 07:50:00+02";"2019-09-02 08:25:00+02"
24838142;16;77;"ČT sport HD";f;"Sokolský zpravodaj";"";"2019-09-02 08:25:00+02";"2019-09-02 08:35:00+02"
24838153;16;77;"ČT sport HD";f;"MS 2019 Rakousko, Veslování";"";"2019-09-02 08:35:00+02";"2019-09-02 09:20:00+02"
24838154;16;77;"ČT sport HD";f;"Itálie - Angola, Basketbal";"";"2019-09-02 09:20:00+02";"2019-09-02 10:15:00+02"
24838155;16;77;"ČT sport HD";f;"Venezuela - Pobřeží Slonoviny, Basketbal";"";"2019-09-02 10:15:00+02";"2019-09-02 11:10:00+02"
24838156;16;77;"ČT sport HD";f;"Nigérie - Argentina, Basketbal";"";"2019-09-02 11:10:00+02";"2019-09-02 12:05:00+02"
24838157;16;77;"ČT sport HD";f;"Tunisko - Írán, Basketbal";"";"2019-09-02 12:05:00+02";"2019-09-02 12:35:00+02"
24838158;16;77;"ČT sport HD";f;"MS 2019 Čína, Basketbal";"";"2019-09-02 12:35:00+02";"2019-09-02 13:20:00+02"
24838159;16;77;"ČT sport HD";f;"Srbsko - Filipíny, Basketbal";"";"2019-09-02 13:20:00+02";"2019-09-02 14:15:00+02"
24838160;16;77;"ČT sport HD";f;"Čína - Polsko, Basketbal";"";"2019-09-02 14:15:00+02";"2019-09-02 15:10:00+02"
24838161;16;77;"ČT sport HD";f;"Jižní Korea - Rusko, Basketbal";"";"2019-09-02 15:10:00+02";"2019-09-02 16:05:00+02"
24838162;16;77;"ČT sport HD";f;"Portoriko - Španělsko, Basketbal";"";"2019-09-02 16:05:00+02";"2019-09-02 16:35:00+02"
24838173;16;77;"ČT sport HD";f;"iXS European Downhill Cup Špičák, Horská kola";"";"2019-09-02 16:35:00+02";"2019-09-02 17:00:00+02"
24838174;16;77;"ČT sport HD";f;"SP 2019 Německo, Vodní slalom";"";"2019-09-02 17:00:00+02";"2019-09-02 18:40:00+02"
24838175;16;77;"ČT sport HD";f;"Studio fotbal - Dohráno";"";"2019-09-02 18:40:00+02";"2019-09-02 19:20:00+02"
24838176;16;77;"ČT sport HD";f;"Sport ve světě";"";"2019-09-02 19:20:00+02";"2019-09-02 20:15:00+02"
24838177;16;77;"ČT sport HD";f;"MS 2019 Čína, Basketbal";"";"2019-09-02 20:15:00+02";"2019-09-02 21:45:00+02"
24838178;16;77;"ČT sport HD";f;"Studio fotbal - Dohráno Plus";"";"2019-09-02 21:45:00+02";"2019-09-02 22:45:00+02"
24838179;16;77;"ČT sport HD";f;"Sportovní zprávy";"";"2019-09-02 22:45:00+02";"2019-09-02 23:00:00+02"
24838180;16;77;"ČT sport HD";f;"MS 2019 Kanada, Horská kola";"";"2019-09-02 23:00:00+02";"2019-09-03 00:55:00+02"
24838181;16;77;"ČT sport HD";f;"Branky, body, vteřiny";"";"2019-09-03 00:55:00+02";"2019-09-03 01:05:00+02"
24838182;16;77;"ČT sport HD";f;"MS 2019 Kanada, Horská kola";"";"2019-09-03 01:05:00+02";"2019-09-03 02:05:00+02"
24838188;16;77;"ČT sport HD";f;"Sport ve světě";"";"2019-09-03 02:05:00+02";"2019-09-03 02:55:00+02"
24838189;16;77;"ČT sport HD";f;"Pojišťovna VZP Brno Cup 2019, Tenis";"";"2019-09-03 02:55:00+02";"2019-09-03 03:10:00+02"
24838190;16;77;"ČT sport HD";f;"Studio fotbal - Dohráno Plus";"";"2019-09-03 03:10:00+02";"2019-09-03 04:10:00+02"
24838191;16;77;"ČT sport HD";f;"Branky, body, vteřiny";"";"2019-09-03 04:10:00+02";"2019-09-03 04:25:00+02"
24838192;16;77;"ČT sport HD";f;"MS 2019 Čína, Basketbal";"";"2019-09-03 04:25:00+02";"2019-09-03 06:00:00+02"
24846213;16;77;"ČT sport HD";f;"MČR v DP na 5km, Plavání";"";"2019-09-03 06:00:00+02";"2019-09-03 06:15:00+02"
24833764;18;8;"Nova HD";t;"Hospoda (38)";"";"2019-09-01 18:50:00+02";"2019-09-01 19:30:00+02"
24833785;18;8;"Nova HD";f;"Televizní noviny";"";"2019-09-01 19:30:00+02";"2019-09-01 20:20:00+02"
24833786;18;8;"Nova HD";t;"Policie Modrava III (1)";"Maily ze záhrobí";"2019-09-01 20:20:00+02";"2019-09-01 21:25:00+02"
24833787;18;8;"Nova HD";f;"Příběhy českých zločinů";"";"2019-09-01 21:25:00+02";"2019-09-01 22:25:00+02"
24833788;18;8;"Nova HD";f;"Střepiny";"";"2019-09-01 22:25:00+02";"2019-09-01 22:55:00+02"
24833789;18;8;"Nova HD";f;"D-Tox";"";"2019-09-01 22:55:00+02";"2019-09-02 00:45:00+02"
24833790;18;8;"Nova HD";f;"Čtyři vraždy stačí, drahoušku";"";"2019-09-02 00:45:00+02";"2019-09-02 02:25:00+02"
24833791;18;8;"Nova HD";t;"Specialisté (30)";"Konec jedné kariéry";"2019-09-02 02:25:00+02";"2019-09-02 03:35:00+02"
24833792;18;8;"Nova HD";f;"Chladné srdce";"";"2019-09-02 03:35:00+02";"2019-09-02 04:55:00+02"
24833793;18;8;"Nova HD";f;"Novashopping";"";"2019-09-02 04:55:00+02";"2019-09-02 05:50:00+02"
24833794;18;8;"Nova HD";f;"Přestávka ve vysílání, vysílání začíná v 05:55";"";"2019-09-02 05:50:00+02";"2019-09-02 05:55:00+02"
24841181;18;8;"Nova HD";f;"Snídaně s Novou";"";"2019-09-02 05:55:00+02";"2019-09-02 08:35:00+02"
24841182;18;8;"Nova HD";f;"Novashopping";"";"2019-09-02 08:35:00+02";"2019-09-02 08:50:00+02"
24841183;18;8;"Nova HD";t;"Ulice (3720)";"";"2019-09-02 08:50:00+02";"2019-09-02 09:45:00+02"
24841184;18;8;"Nova HD";t;"Policie Modrava III (1)";"Maily ze záhrobí";"2019-09-02 09:45:00+02";"2019-09-02 11:00:00+02"
24841185;18;8;"Nova HD";f;"Co na to Češi";"";"2019-09-02 11:00:00+02";"2019-09-02 11:50:00+02"
24841186;18;8;"Nova HD";f;"Tescoma s chutí";"";"2019-09-02 11:50:00+02";"2019-09-02 12:00:00+02"
24841187;18;8;"Nova HD";f;"Polední Televizní noviny";"";"2019-09-02 12:00:00+02";"2019-09-02 12:25:00+02"
24841188;18;8;"Nova HD";t;"Krok za krokem III (4/23)";"Potrestaný zloděj";"2019-09-02 12:25:00+02";"2019-09-02 12:45:00+02"
24841207;18;8;"Nova HD";t;"Ordinace v růžové zahradě 2 (528)";"Přesně podle plánu";"2019-09-02 12:45:00+02";"2019-09-02 14:05:00+02"
24841208;18;8;"Nova HD";t;"Odložené případy (7)";"Třináctá komnata";"2019-09-02 14:05:00+02";"2019-09-02 15:00:00+02"
24841209;18;8;"Nova HD";t;"Odložené případy (8)";"Babočkové odlétají";"2019-09-02 15:00:00+02";"2019-09-02 16:00:00+02"
24841210;18;8;"Nova HD";t;"Námořní vyšetřovací služba XIV (22/24)";"Pán šelem";"2019-09-02 16:00:00+02";"2019-09-02 16:57:00+02"
24841211;18;8;"Nova HD";f;"Odpolední Počasí";"";"2019-09-02 16:57:00+02";"2019-09-02 17:00:00+02"
24841212;18;8;"Nova HD";f;"Odpolední Televizní noviny";"";"2019-09-02 17:00:00+02";"2019-09-02 17:25:00+02"
24841213;18;8;"Nova HD";f;"Co na to Češi";"";"2019-09-02 17:25:00+02";"2019-09-02 18:25:00+02"
24841214;18;8;"Nova HD";t;"Ulice (3721)";"";"2019-09-02 18:25:00+02";"2019-09-02 19:30:00+02"
24841215;18;8;"Nova HD";f;"Televizní noviny";"";"2019-09-02 19:30:00+02";"2019-09-02 20:20:00+02"
24841216;18;8;"Nova HD";t;"Specialisté (85)";"Dům u řeky";"2019-09-02 20:20:00+02";"2019-09-02 21:20:00+02"
24841233;18;8;"Nova HD";t;"Specialisté (31)";"Poslední rande";"2019-09-02 21:20:00+02";"2019-09-02 22:25:00+02"
24841234;18;8;"Nova HD";t;"Smrtonosná zbraň II (20)";"Jesseyho holka";"2019-09-02 22:25:00+02";"2019-09-02 23:20:00+02"
24841235;18;8;"Nova HD";t;"Beze stopy IV (9/24)";"Volný pád";"2019-09-02 23:20:00+02";"2019-09-03 00:15:00+02"
24841236;18;8;"Nova HD";t;"Odložené případy (7)";"Třináctá komnata";"2019-09-03 00:15:00+02";"2019-09-03 01:10:00+02"
24841237;18;8;"Nova HD";t;"Odložené případy (8)";"Babočkové odlétají";"2019-09-03 01:10:00+02";"2019-09-03 02:00:00+02"
24841238;18;8;"Nova HD";f;"Přestávka ve vysílání";"";"2019-09-03 02:00:00+02";"2019-09-03 04:55:00+02"
24849479;18;8;"Nova HD";f;"Novashopping";"";"2019-09-03 04:55:00+02";"2019-09-03 05:55:00+02"
24849480;18;8;"Nova HD";f;"Snídaně s Novou";"";"2019-09-03 05:55:00+02";"2019-09-03 08:45:00+02"
24835532;26;12;"STV1";f;"Tajomstvo mojej kuchyne";"";"2019-09-01 18:20:00+02";"2019-09-01 19:00:00+02"
24835533;26;12;"STV1";f;"Správy RTVS";"";"2019-09-01 19:00:00+02";"2019-09-01 19:55:00+02"
24835534;26;12;"STV1";f;"Góly - body - sekundy";"";"2019-09-01 19:55:00+02";"2019-09-01 20:20:00+02"
24835552;26;12;"STV1";f;"Počasie";"";"2019-09-01 20:20:00+02";"2019-09-01 20:30:00+02"
24835553;26;12;"STV1";f;"Tlmočník";"";"2019-09-01 20:30:00+02";"2019-09-01 22:20:00+02"
24835554;26;12;"STV1";f;"Chlapčenský úsmev";"";"2019-09-01 22:20:00+02";"2019-09-01 23:40:00+02"
24835555;26;12;"STV1";f;"Agatha Christie : Poirot";"";"2019-09-01 23:40:00+02";"2019-09-02 00:35:00+02"
24835556;26;12;"STV1";f;"Kapitán Dabač";"";"2019-09-02 00:35:00+02";"2019-09-02 02:15:00+02"
24835557;26;12;"STV1";f;"Tlmočník";"";"2019-09-02 02:15:00+02";"2019-09-02 02:17:00+02"
24835558;26;12;"STV1";f;"Přestávka ve vysílání, vysílání začíná v 03:30";"";"2019-09-02 02:17:00+02";"2019-09-02 03:30:00+02"
24842703;26;12;"STV1";f;"Bud Bindi";"";"2019-09-02 03:30:00+02";"2019-09-02 04:00:00+02"
24842704;26;12;"STV1";f;"Slovensko v obrazoch";"";"2019-09-02 04:00:00+02";"2019-09-02 04:25:00+02"
24842705;26;12;"STV1";f;"Správy RTVS";"";"2019-09-02 04:25:00+02";"2019-09-02 05:20:00+02"
24842706;26;12;"STV1";f;"Duel";"";"2019-09-02 05:20:00+02";"2019-09-02 05:45:00+02"
24842707;26;12;"STV1";f;"Správy RTVS";"";"2019-09-02 05:45:00+02";"2019-09-02 06:40:00+02"
24842708;26;12;"STV1";f;"Góly - body - sekundy";"";"2019-09-02 06:40:00+02";"2019-09-02 07:00:00+02"
24842709;26;12;"STV1";f;"Postav dom, zasaď strom";"";"2019-09-02 07:00:00+02";"2019-09-02 07:30:00+02"
24842710;26;12;"STV1";f;"Ranné správy RTVS";"";"2019-09-02 07:30:00+02";"2019-09-02 08:30:00+02"
24842711;26;12;"STV1";f;"Svet z vtáčej perspektívy X";"";"2019-09-02 08:30:00+02";"2019-09-02 09:00:00+02"
24842731;26;12;"STV1";t;"Rodina doktora Kleista (20)";"";"2019-09-02 09:00:00+02";"2019-09-02 09:55:00+02"
24842732;26;12;"STV1";t;"Nash Bridges (96)";"";"2019-09-02 09:55:00+02";"2019-09-02 10:50:00+02"
24842733;26;12;"STV1";f;"Duel";"";"2019-09-02 10:50:00+02";"2019-09-02 11:20:00+02"
24842734;26;12;"STV1";f;"5 proti 5";"";"2019-09-02 11:20:00+02";"2019-09-02 12:00:00+02"
24842735;26;12;"STV1";f;"Správy RTVS";"";"2019-09-02 12:00:00+02";"2019-09-02 12:20:00+02"
24842736;26;12;"STV1";f;"Dámsky klub";"";"2019-09-02 12:20:00+02";"2019-09-02 13:55:00+02"
24842737;26;12;"STV1";f;"Folklorika";"";"2019-09-02 13:55:00+02";"2019-09-02 14:25:00+02"
24842738;26;12;"STV1";f;"Druhá šanca";"";"2019-09-02 14:25:00+02";"2019-09-02 15:10:00+02"
24842739;26;12;"STV1";f;"Kultúrne dedičstvo: Nová Synagóga v Žiline";"";"2019-09-02 15:10:00+02";"2019-09-02 15:30:00+02"
24842740;26;12;"STV1";f;"Slovensko s Tiposom";"";"2019-09-02 15:30:00+02";"2019-09-02 16:00:00+02"
24842761;26;12;"STV1";f;"Správy RTVS";"";"2019-09-02 16:00:00+02";"2019-09-02 16:25:00+02"
24842762;26;12;"STV1";f;"Svet z vtáčej perspektívy X";"";"2019-09-02 16:25:00+02";"2019-09-02 16:55:00+02"
24842763;26;12;"STV1";t;"Rodina doktora Kleista (21)";"";"2019-09-02 16:55:00+02";"2019-09-02 17:50:00+02"
24842764;26;12;"STV1";f;"Duel";"";"2019-09-02 17:50:00+02";"2019-09-02 18:15:00+02"
24842765;26;12;"STV1";f;"Krátke správy RTVS";"";"2019-09-02 18:15:00+02";"2019-09-02 18:20:00+02"
24842766;26;12;"STV1";f;"5 proti 5";"";"2019-09-02 18:20:00+02";"2019-09-02 19:00:00+02"
24842767;26;12;"STV1";f;"Správy RTVS";"";"2019-09-02 19:00:00+02";"2019-09-02 19:55:00+02"
